"landmark_id","landmark_label","requirement","denominator","timing_scope","count_status","distinct_person_count_display","percent_of_denominator_display","notes","count_mode","source_tables","person_key_used","date_anchor_used","value_rule_used","generated_at","validation_status"
"six_months_after_first_line_start","6 months after first-line start","MCL patients with diagnosis date","all_lyfo_mcl","near_diagnosis","production_aggregate_count_available","1,417","100%","Standalone aggregate availability count; true landmark compatibility requires dedicated date-window intersection queries.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients with first-line treatment date","all_lyfo_mcl","first_line_window","production_aggregate_count_available","1,118","78.9%","Standalone aggregate availability count; true landmark compatibility requires dedicated date-window intersection queries.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients alive at landmark","younger_mcl_proxy_age_le_65","pre_landmark","count_not_available_requires_value_mapping","","","Landmark-specific count not available until date/value mappings and aggregate intersection queries are validated.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients without event before landmark","younger_mcl_proxy_age_le_65","pre_landmark","count_not_available_requires_value_mapping","","","Landmark-specific count not available until date/value mappings and aggregate intersection queries are validated.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients with ASCT/HDT status known at/after landmark","younger_mcl_proxy_age_le_65","post_landmark","count_not_available_requires_value_mapping","","","Landmark-specific count not available until date/value mappings and aggregate intersection queries are validated.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients with ibrutinib exposure status known at/after landmark","younger_mcl_proxy_age_le_65","post_landmark","count_not_available_requires_value_mapping","","","Landmark-specific count not available until date/value mappings and aggregate intersection queries are validated.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
"six_months_after_first_line_start","6 months after first-line start","MCL patients with high-risk biology known before landmark","younger_mcl_proxy_age_le_65","pre_landmark","count_not_available_requires_value_mapping","","","Landmark-specific count not available until date/value mappings and aggregate intersection queries are validated.","production_aggregate","","","","","2026-05-22T20:23:15+0200","standalone_or_unavailable_landmark_counts"
