"mode","db_connection_attempted","db_connection_available","executable_queries","executed_queries","failed_queries","populated_count_outputs","populated_intersection_outputs","atlas_age_inventory_rows","age_validation_queries","atlas_treatment_inventory_rows","ibrutinib_validation_queries","atlas_ki67_inventory_rows","ki67_validation_queries","production_aggregate_succeeded","core_marginal_counts_succeeded","age_validation_succeeded","ibrutinib_validation_succeeded","ki67_validation_succeeded","atlas_ingestion_succeeded","acceptance_status","failure_reason"
"production_aggregate",TRUE,TRUE,59,56,0,17,22,0,2,0,9,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"accepted_no_atlas_input",""
