"database_name","search_path","verified_at","verification_mode","db_name","source_db_name","lyfo_db_name","same_db_as_lyfo","cross_db_join_required","cross_db_join_available","schema","table","has_patientid","has_date_birth","has_date_death_fu","candidate_score","selected","reason","usable_for_age_counts","relation_probe_attempted","relation_probe_success","relation_probe_error_sanitized","column_probe_attempted","column_probe_success","column_probe_error_sanitized","co_residency_probe_attempted","co_residency_probe_success","co_residency_probe_error_sanitized","deterministic_tie_break_requires_review","post_selection_execution_attempted","post_selection_execution_success","post_selection_execution_error_sanitized","notes"
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20240124","RKKP_LYFO",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20240513__public_backup","LAB_IGHVIMGT",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_CLL",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_CLL_20240126",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_CLL_date_treatment_1st_line",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_DaMyDa",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_DaMyDa_20240212",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_LYFO",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_LYFO_20240209",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_LYFO_EXTRA",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","RKKP_LYFO_RAW_20230504",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_20241204","t_dalycare_diagnoses",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"_support_tables","patient_death_date",TRUE,FALSE,FALSE,25,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_IGHV_subset2_AALBORG",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_BIOBANK_SAMPLES",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_CLLPANEL_C_P",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_CLLPANEL_DIAG",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_CLLPANEL_WIDE",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_Flowcytometry",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_IGHVIMGT",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_IGHVIMGT_AALBORG",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_TP53_Clinical_genetics_MKA",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_TP53_Clinical_genetics_MKA_20241113",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"laboratory","LAB_deCODE_manifest",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"pending","patient",TRUE,TRUE,FALSE,25,FALSE,"relation_probe_failed",FALSE,TRUE,FALSE,"Failed to prepare query : ERROR: permission denied for schema pending LINE 2: from ""pending"".""patient"" ^",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"public","SDS_t_dodsaarsag_2",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"public","SP_ADT_haendelser",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"pending","SP_AdministreretMedicinSource",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"pending","SP_OrdineretMedicinDestination",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
"core","""$user"", public","2026-05-22T20:23:15+0200","production_information_schema","import","import","import",TRUE,FALSE,FALSE,"pending","SP_OrdineretMedicinDestination_catkar",TRUE,FALSE,FALSE,0,FALSE,"missing_required_column",FALSE,FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,"",FALSE,FALSE,FALSE,"",""
