"denominator","timing_window","metric","distinct_person_count_display","percent_of_denominator_display","validation_status","count_status","notes"
"all_lyfo_mcl","ever_available","ki67_aeki_known","37","2.6%","coded_aeki_numeric_percent_count_available","production_aggregate_count_available","Distinct MCL person aggregate from SDS_pato AEKI codes; source semantics still require clinical/codebook validation."
"all_lyfo_mcl","ever_available","ki67_aeki_ge_threshold","20","1.4%","coded_aeki_numeric_percent_count_available","production_aggregate_count_available","Distinct MCL person aggregate from SDS_pato AEKI codes; source semantics still require clinical/codebook validation."
"all_lyfo_mcl","ever_available","ki67_aeki_ge_50","13","0.9%","coded_aeki_numeric_percent_count_available","production_aggregate_count_available","Distinct MCL person aggregate from SDS_pato AEKI codes; source semantics still require clinical/codebook validation."
"all_lyfo_mcl","ever_available","ki67_aeki_missing_not_found","1,380","97.4%","coded_aeki_numeric_percent_count_available","production_aggregate_count_available","Distinct MCL person aggregate from SDS_pato AEKI codes; source semantics still require clinical/codebook validation."
"all_lyfo_mcl","ever_available","people_with_multiple_aeki_codes","<5","","coded_aeki_numeric_percent_count_available","suppressed_small_cell","Distinct MCL person aggregate from SDS_pato AEKI codes; source semantics still require clinical/codebook validation."
