"denominator","asct_hdt_first_line_status","ibrutinib_status","timing_scope","count_status","distinct_person_count_display","percent_of_denominator_display","notes","count_mode","source_tables","person_key_used","date_anchor_used","value_rule_used","generated_at","validation_status"
"all_lyfo_mcl","ASCT/HDT evidence","ibrutinib evidence","first_line_window","production_aggregate_count_available","14","1%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"all_lyfo_mcl","ASCT/HDT evidence","no ibrutinib evidence","first_line_window","production_aggregate_count_available","322","22.7%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"all_lyfo_mcl","no ASCT/HDT evidence","ibrutinib evidence","first_line_window","production_aggregate_count_available","101","7.1%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"all_lyfo_mcl","no ASCT/HDT evidence","no ibrutinib evidence","first_line_window","production_aggregate_count_available","980","69.2%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"younger_mcl_proxy_age_le_65","ASCT/HDT evidence","ibrutinib evidence","first_line_window","production_aggregate_count_available","11","2.7%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"younger_mcl_proxy_age_le_65","ASCT/HDT evidence","no ibrutinib evidence","first_line_window","production_aggregate_count_available","258","62.8%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"younger_mcl_proxy_age_le_65","no ASCT/HDT evidence","ibrutinib evidence","first_line_window","production_aggregate_count_available","17","4.1%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
"younger_mcl_proxy_age_le_65","no ASCT/HDT evidence","no ibrutinib evidence","first_line_window","production_aggregate_count_available","125","30.4%","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200","production_aggregate_intersection_sql"
