"denominator","timing_window","ibrutinib_status","asct_hdt_first_line_status","distinct_person_count_display","percent_of_denominator_display","count_status","validation_status","notes","count_mode","source_tables","person_key_used","date_anchor_used","value_rule_used","generated_at"
"all_lyfo_mcl","ever_observed","yes","yes","14","1%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"all_lyfo_mcl","ever_observed","unknown_or_no_evidence","yes","322","22.7%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"all_lyfo_mcl","ever_observed","yes","unknown_or_no_evidence","101","7.1%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"all_lyfo_mcl","ever_observed","unknown_or_no_evidence","unknown_or_no_evidence","980","69.2%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"younger_mcl_proxy_age_le_65","ever_observed","yes","yes","11","2.7%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"younger_mcl_proxy_age_le_65","ever_observed","unknown_or_no_evidence","yes","258","62.8%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"younger_mcl_proxy_age_le_65","ever_observed","yes","unknown_or_no_evidence","17","4.1%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
"younger_mcl_proxy_age_le_65","ever_observed","unknown_or_no_evidence","unknown_or_no_evidence","125","30.4%","production_aggregate_count_available","production_aggregate_intersection_sql","Descriptive feasibility stratum only; does not handle timing, eligibility, response, immortal time, or confounding.","production_aggregate","","","","","2026-05-22T20:23:15+0200"
