"step_order","step_id","step_label","denominator","timing_scope","count_status","distinct_person_count_display","percent_of_start_display","cumulative_rule","notes","count_mode","source_tables","person_key_used","date_anchor_used","value_rule_used","generated_at","validation_status"
1,"all_lyfo_mcl","All LYFO MCL","all_lyfo_mcl","ever_available","production_aggregate_count_available","1,417","100%","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
2,"diagnosis_date","Diagnosis date available","all_lyfo_mcl","near_diagnosis","production_aggregate_count_available","1,417","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
3,"first_line_treatment_date","First-line treatment date available","all_lyfo_mcl","first_line_window","production_aggregate_count_available","1,118","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
4,"asct_hdt_first_line","First-line ASCT/HDT evidence","all_lyfo_mcl","first_line_window","production_aggregate_count_available","336","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
5,"ki67_aeki","Ki-67 AEKI evidence","all_lyfo_mcl","ever_available","production_aggregate_count_available","37","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
6,"os_death","OS/death evidence","all_lyfo_mcl","follow_up_outcome","production_aggregate_count_available","779","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
7,"relapse_progression_ffs_proxy","Relapse/progression/FFS proxy","all_lyfo_mcl","follow_up_outcome","production_aggregate_count_available","480","","data_point_availability_not_cumulative","Independent aggregate data-point availability count. This is not a cumulative inclusion waterfall; overlap/intersection queries are required before interpreting combined cohort sizes.","production_aggregate","","","","","2026-05-22T20:23:15+0200","availability_counts_not_cumulative_waterfall"
