"source_name"	"object_name"	"concept"	"column_name"	"n_matching_rows"	"pct_matching_rows"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"c_samplematerial"	"23392"	"29.24"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"c_pm_samplematerial"	"23070"	"28.837"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"samplematerial"	"22180"	"27.725"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"referringdepartment"	"10383"	"12.979"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"samplelocation"	"5566"	"6.957"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"investigationexamination"	"981"	"1.226"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"micanalysisshortname"	"981"	"1.226"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"referringdepartmentid"	"954"	"1.192"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"multiple_myeloma"	"clinicalinformation"	"559"	"0.699"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"referringdepartment"	"371"	"0.464"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"c_pm_samplematerial"	"366"	"0.458"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"commentsgrouping"	"187"	"0.234"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"clinicalinformation"	"152"	"0.19"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"microorganismidentificationtext"	"143"	"0.179"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"c_samplematerial"	"112"	"0.14"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"samplematerial"	"112"	"0.14"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"multiple_myeloma"	"referringdepartment"	"90"	"0.112"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"sks"	"micanalysiscode"	"55"	"0.069"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"height"	"clinicalinformation"	"45"	"0.056"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"alcohol"	"investigationexamination"	"23"	"0.029"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"investigationsupplementarylocation"	"16"	"0.02"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"smoking_tobacco"	"c_samplematerial"	"14"	"0.018"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"smoking_tobacco"	"samplematerial"	"14"	"0.018"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"requisitioninformationtext"	"7"	"0.009"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"smoking_tobacco"	"clinicalinformation"	"7"	"0.009"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"alcohol"	"microorganismidentificationtext"	"5"	"0.006"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"weight"	"clinicalinformation"	"4"	"0.005"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"r_iss_or_stage"	"referringdepartment"	"3"	"0.004"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"bone_involvement"	"samplelocation"	"2"	"0.002"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"height"	"investigationsupplementarylocation"	"2"	"0.002"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"height"	"commentsgrouping"	"1"	"0.001"
"PERSIMUNE_microbiology_culture"	"PERSIMUNE_microbiology_culture"	"multiple_myeloma"	"investigationsupplementarylocation"	"1"	"0.001"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"antibioticnamecodetype"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"datasource"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilitymethodcode"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilitymethodcodetype"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluecode"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluecoderesponsible"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluecodetype"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueintervaltext"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluelowerlimit"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueobjectcode"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueobjectextensioncode"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueobjectidentifier"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueoriginalobjectsize"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluerefdescription"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueresultvalidation"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluesub"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluetext"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluetypeofinterval"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueupperlimit"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueurl"	"80000"	"100"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilitymethodtext"	"78764"	"98.455"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueoperator"	"78764"	"98.455"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvalueunit"	"78764"	"98.455"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilityvaluevalue"	"78764"	"98.455"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"antibioticnametext"	"71456"	"89.32"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"antibioticnamecoderesponsible"	"63457"	"79.321"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"susceptibilitymethodcoderesponsible"	"63457"	"79.321"
"PERSIMUNE_microbiology_culture_resistance"	"PERSIMUNE_microbiology_culture_resistance"	"sks"	"laboratoryinternalsampleid"	"39647"	"49.559"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_analysisgroup"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_analysismethod"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_categoricalresult"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_new_analysisgroup"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_samplematerialold"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"datasource"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"micanalysiscodetype"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"resultstatus"	"80000"	"100"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationinterpretation"	"79872"	"99.84"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"micanalysiscoderesponsible"	"79492"	"99.365"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_domain"	"79290"	"99.112"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"requisitioninformationtext"	"75467"	"94.334"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_hospitalcode"	"75414"	"94.268"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationsupplementarylocation"	"74295"	"92.869"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_hospital"	"70587"	"88.234"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationexaminationtype"	"66336"	"82.92"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationidentifiercode"	"61607"	"77.009"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"commentsgrouping"	"57107"	"71.384"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_samplematerial"	"53666"	"67.082"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"c_pm_samplematerial"	"52184"	"65.23"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"requestersampleid"	"50165"	"62.706"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"laboratoryinternalsampleid"	"47256"	"59.07"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"samplematerial"	"47020"	"58.775"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"clinicalinformation"	"46121"	"57.651"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"referringhospital"	"42557"	"53.196"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"resultsummary"	"35051"	"43.814"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationexaminationsummary"	"35049"	"43.811"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationidentifier"	"28597"	"35.746"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"referringdepartment"	"12293"	"15.366"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"samplelocation"	"5064"	"6.33"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"microscopicresult"	"1832"	"2.29"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"alcohol"	"investigationexamination"	"1008"	"1.26"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"multiple_myeloma"	"clinicalinformation"	"921"	"1.151"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"alcohol"	"microscopicresult"	"908"	"1.135"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"c_pm_samplematerial"	"799"	"0.999"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"referringdepartmentid"	"580"	"0.725"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"c_samplematerial"	"445"	"0.556"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"samplematerial"	"445"	"0.556"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"clinicalinformation"	"324"	"0.405"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"investigationexamination"	"229"	"0.286"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"micanalysisshortname"	"229"	"0.286"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"referringdepartment"	"215"	"0.269"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"smoking_tobacco"	"c_samplematerial"	"152"	"0.19"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"smoking_tobacco"	"samplematerial"	"152"	"0.19"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"alcohol"	"commentsgrouping"	"83"	"0.104"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"investigationsupplementarylocation"	"65"	"0.081"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"requisitioninformationtext"	"40"	"0.05"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"commentsgrouping"	"26"	"0.032"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"height"	"clinicalinformation"	"22"	"0.028"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"smoking_tobacco"	"clinicalinformation"	"18"	"0.022"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"r_iss_or_stage"	"clinicalinformation"	"17"	"0.021"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"sks"	"micanalysiscode"	"15"	"0.019"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"weight"	"clinicalinformation"	"14"	"0.018"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"microscopicresult"	"12"	"0.015"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"multiple_myeloma"	"referringdepartment"	"12"	"0.015"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"smoking_tobacco"	"commentsgrouping"	"6"	"0.007"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"bone_involvement"	"samplelocation"	"5"	"0.006"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"multiple_myeloma"	"requisitioninformationtext"	"5"	"0.006"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"multiple_myeloma"	"investigationsupplementarylocation"	"4"	"0.005"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"weight"	"requisitioninformationtext"	"3"	"0.004"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"height"	"requisitioninformationtext"	"1"	"0.001"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"r_iss_or_stage"	"commentsgrouping"	"1"	"0.001"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"r_iss_or_stage"	"investigationsupplementarylocation"	"1"	"0.001"
"PERSIMUNE_microbiology_microscopy"	"PERSIMUNE_microbiology_microscopy"	"r_iss_or_stage"	"referringdepartment"	"1"	"0.001"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"datasource"	"80000"	"100"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"resulttype"	"80000"	"100"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"analysiscoderesponsible"	"79253"	"99.066"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"analysiscode"	"77664"	"97.08"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_samplematerial"	"66749"	"83.436"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_hospital"	"65694"	"82.118"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_hospitalcode"	"52410"	"65.512"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_analysisgroup"	"48692"	"60.865"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"department"	"43148"	"53.935"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"hospital"	"5026"	"6.282"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"departmentname"	"4241"	"5.301"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_categoricalresult"	"3535"	"4.419"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"resultvalue"	"3214"	"4.018"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"samplematerial"	"1664"	"2.08"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_displayunit"	"820"	"1.025"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_resultunit"	"820"	"1.025"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"resultunit"	"820"	"1.025"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"referringdepartment"	"196"	"0.245"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_new_analysisgroup"	"132"	"0.165"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"referringhospital"	"77"	"0.096"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"multiple_myeloma"	"c_displayunit"	"72"	"0.09"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"multiple_myeloma"	"c_resultunit"	"72"	"0.09"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"multiple_myeloma"	"resultunit"	"72"	"0.09"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"resultcomment"	"39"	"0.049"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"smoking_tobacco"	"analysisname"	"31"	"0.039"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"analysisname"	"25"	"0.031"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"weight"	"analysisname"	"10"	"0.013"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"smoking_tobacco"	"resulttextvalue"	"8"	"0.01"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"multiple_myeloma"	"analysisname"	"7"	"0.009"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"alcohol"	"analysisname"	"4"	"0.005"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"weight"	"c_displayunit"	"4"	"0.005"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"weight"	"c_resultunit"	"4"	"0.005"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"weight"	"resultunit"	"4"	"0.005"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"bone_involvement"	"analysisname"	"3"	"0.004"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"bone_involvement"	"resultcomment"	"3"	"0.004"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"c_extraresult_2"	"1"	"0.001"
"PERSIMUNE_biochemistry"	"PERSIMUNE_biochemistry"	"sks"	"resulttextvalue"	"1"	"0.001"
"LAB_IGHVIMGT"	"LAB_IGHVIMGT"	"sks"	"ighv"	"2417"	"99.22"
"LAB_IGHVIMGT"	"LAB_IGHVIMGT"	"sks"	"ighvallele_1"	"9"	"0.369"
"LAB_IGHVIMGT"	"LAB_IGHVIMGT"	"sks"	"ighvallele_2"	"1"	"0.041"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"MATERIAL"	"9311"	"79.5"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"bone_involvement"	"PHENOTYPE"	"6773"	"57.83"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"bone_involvement"	"MATERIAL"	"6762"	"57.736"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"PANEL"	"4795"	"40.941"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"multiple_myeloma"	"OBS_DIAGNOSIS"	"2015"	"17.205"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"r_iss_or_stage"	"OBS_DIAGNOSIS"	"883"	"7.539"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"OBS_DIAGNOSIS"	"801"	"6.839"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"weight"	"PHENOTYPE"	"493"	"4.209"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"CD34_PCT"	"324"	"2.766"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"multiple_myeloma"	"PANEL"	"323"	"2.758"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"bone_involvement"	"CONCLUSION"	"184"	"1.571"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"r_iss_or_stage"	"PHENOTYPE"	"181"	"1.545"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"multiple_myeloma"	"CONCLUSION"	"64"	"0.546"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"bone_involvement"	"OBS_DIAGNOSIS"	"34"	"0.29"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"weight"	"CONCLUSION"	"19"	"0.162"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"multiple_myeloma"	"PHENOTYPE"	"12"	"0.102"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"weight"	"OBS_DIAGNOSIS"	"8"	"0.068"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"B_CELLER_ABNORMALE"	"7"	"0.06"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"r_iss_or_stage"	"CONCLUSION"	"6"	"0.051"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"T_CELLER_PCT"	"5"	"0.043"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"B_CELLER"	"3"	"0.026"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"height"	"PHENOTYPE"	"2"	"0.017"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"bone_involvement"	"POPULATION"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"height"	"OBS_DIAGNOSIS"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"B_CELLER_ABNORMALE_PCT"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"B_CELLER_PCT"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"LEUKOCYTTER_PCT"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"LYMFOCYTTER_PCT"	"1"	"0.009"
"LAB_Flowcytometry"	"LAB_Flowcytometry"	"sks"	"T_CELLER"	"1"	"0.009"
"LAB_BIOBANK_SAMPLES"	"LAB_BIOBANK_SAMPLES"	"sks"	"Type"	"36953"	"85.953"
"LAB_BIOBANK_SAMPLES"	"LAB_BIOBANK_SAMPLES"	"sks"	"Sample_source"	"31909"	"74.221"
"LAB_BIOBANK_SAMPLES"	"LAB_BIOBANK_SAMPLES"	"bone_involvement"	"Type"	"2245"	"5.222"
"LAB_BIOBANK_SAMPLES"	"LAB_BIOBANK_SAMPLES"	"height"	"Type"	"1"	"0.002"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"IGHV"	"595"	"100"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Sex"	"595"	"100"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Protokol1"	"530"	"89.076"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMOIMM4"	"439"	"73.782"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"IMMTERAPI1"	"427"	"71.765"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMOIMM1"	"392"	"65.882"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"CLLIPI"	"338"	"56.807"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMO1"	"329"	"55.294"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Protokol2"	"270"	"45.378"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMOIMM2"	"240"	"40.336"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"FISH_diag"	"206"	"34.622"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMO2"	"198"	"33.277"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Indication1"	"191"	"32.101"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"IMMTERAPI2"	"167"	"28.067"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"hospital"	"147"	"24.706"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Protokol3"	"142"	"23.866"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMO3"	"114"	"19.16"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"Indication2"	"105"	"17.647"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"KEMOIMM3"	"97"	"16.303"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"IMMTERAPI3"	"86"	"14.454"
"CLL_TREAT"	"CLL_TREAT"	"sks"	"protokol4"	"67"	"11.261"
