"dataset"	"column"	"type"	"position"
"SDS_t_mikro"	"k_inst"	"character"	"1"
"SDS_t_mikro"	"k_rekvnr"	"character"	"2"
"SDS_t_mikro"	"v_fritekst"	"character"	"3"
"SDS_t_mikro"	"date_received"	"Date"	"4"
"SDS_t_mikro"	"datetime_created"	"POSIXct"	"5"
"SDS_t_mikro"	"k_matnr"	"integer"	"6"
"SDS_t_mikro"	"k_sekvensnr"	"integer"	"7"
