"dataset"	"column"	"type"	"position"
"SDS_t_konk"	"k_inst"	"character"	"1"
"SDS_t_konk"	"k_rekvnr"	"character"	"2"
"SDS_t_konk"	"v_fritekst"	"character"	"3"
"SDS_t_konk"	"date_received"	"Date"	"4"
"SDS_t_konk"	"datetime_created"	"POSIXct"	"5"
"SDS_t_konk"	"k_matnr"	"integer"	"6"
"SDS_t_konk"	"k_sekvensnr"	"integer"	"7"
