"source_name"	"column_name"	"n_total"	"n_non_missing"	"n_missing"	"pct_non_missing"	"mean"	"sd"	"min"	"p05"	"p25"	"median"	"p75"	"p95"	"max"
"LAB_IGHVIMGT"	"germline_max"	"2436"	"2417"	"19"	"99.22"	"95.804"	"3.612"	"80.6"	"89.6"	"93.1"	"95.8"	"100"	"100"	"100"
"LAB_IGHVIMGT"	"germlineidentity_1"	"2436"	"2417"	"19"	"99.22"	"95.748"	"3.64"	"80.6"	"89.6"	"93.1"	"95.8"	"100"	"100"	"100"
"LAB_IGHVIMGT"	"germlineidentity_2"	"2436"	"148"	"2288"	"6.08"	"95.004"	"3.258"	"87.2"	"89.6"	"92.85000000000001"	"94.9"	"97.6"	"100"	"100"
"LAB_IGHVIMGT"	"germlineidentity_3"	"2436"	"5"	"2431"	"0.21"	"95.78"	"1.805"	"94.1"	"94.16"	"94.4"	"95.1"	"97"	"98.04"	"98.3"
