"source_name"	"object_name"	"column_name"	"column_class"	"n_non_missing"	"pct_non_missing"	"n_distinct_sample"
"SDS_diagnoser"	"SDS_diagnoser"	"senere_afkraeftet"	"character"	"13850949"	"100"	"2"
"SDS_diagnoser"	"SDS_diagnoser"	"diagnosekode_parent"	"character"	"3107891"	"22.44"	"355"
"SDS_diagnoser"	"SDS_diagnoser"	"diagnosetype_parent"	"character"	"3107891"	"22.44"	"4"
"SDS_diagnoser"	"SDS_diagnoser"	"lprindberetningssystem"	"character"	"13850949"	"100"	"1"
"SDS_diagnoser"	"SDS_diagnoser"	"date_received"	"Date"	"13850949"	"100"	"3"
"SDS_diagnoser"	"SDS_diagnoser"	"datetime_created"	"POSIXct/POSIXt"	"13850949"	"100"	"3"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"dw_ek_forloeb"	"integer"	"2314618"	"100"	"27520"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"dato_markoer"	"POSIXct/POSIXt"	"2314618"	"100"	"1239"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"tidspunkt_markoer"	"character"	"2314618"	"100"	"10181"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"markoer"	"character"	"2314618"	"100"	"334"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"lprindberetningssystem"	"character"	"2314618"	"100"	"1"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"date_received"	"Date"	"2314618"	"100"	"1"
"SDS_forloebsmarkoerer"	"SDS_forloebsmarkoerer"	"datetime_created"	"POSIXct/POSIXt"	"2314618"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"kode"	"character"	"321862"	"100"	"46482"
"SDS_organisationer"	"SDS_organisationer"	"kodetype"	"character"	"321866"	"100"	"3"
"SDS_organisationer"	"SDS_organisationer"	"region"	"character"	"321866"	"100"	"8"
"SDS_organisationer"	"SDS_organisationer"	"region_tekst"	"character"	"321866"	"100"	"6"
"SDS_organisationer"	"SDS_organisationer"	"sorenhed"	"character"	"321866"	"100"	"42240"
"SDS_organisationer"	"SDS_organisationer"	"sorenhed_tekst"	"character"	"321866"	"100"	"33724"
"SDS_organisationer"	"SDS_organisationer"	"sorenhed_type"	"character"	"319811"	"99.36"	"74"
"SDS_organisationer"	"SDS_organisationer"	"institutionsejer"	"character"	"321862"	"100"	"8890"
"SDS_organisationer"	"SDS_organisationer"	"institutionsejer_tekst"	"character"	"321862"	"100"	"8709"
"SDS_organisationer"	"SDS_organisationer"	"institutionsejer_type"	"character"	"321862"	"100"	"5"
"SDS_organisationer"	"SDS_organisationer"	"sundhedsinstitution"	"character"	"321862"	"100"	"10766"
"SDS_organisationer"	"SDS_organisationer"	"sundhedsinstitution_tekst"	"character"	"321862"	"100"	"9906"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau1"	"character"	"321862"	"100"	"16820"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau1_tekst"	"character"	"321862"	"100"	"14775"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau2"	"character"	"321862"	"100"	"4762"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau2_tekst"	"character"	"321862"	"100"	"4541"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau3"	"character"	"321862"	"100"	"3685"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau3_tekst"	"character"	"321862"	"100"	"3616"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau4"	"character"	"321862"	"100"	"1950"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau4_tekst"	"character"	"321862"	"100"	"1920"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau5"	"character"	"321862"	"100"	"685"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau5_tekst"	"character"	"321862"	"100"	"679"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau6"	"character"	"321862"	"100"	"173"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau6_tekst"	"character"	"321862"	"100"	"170"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau7"	"character"	"321862"	"100"	"30"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau7_tekst"	"character"	"321862"	"100"	"30"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau8"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau8_tekst"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau9"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau9_tekst"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau10"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau10_tekst"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau11"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau11_tekst"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau12"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"org_enhed_niveau12_tekst"	"character"	"321862"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"hovedspeciale"	"character"	"321862"	"100"	"47"
"SDS_organisationer"	"SDS_organisationer"	"speciale2"	"character"	"321862"	"100"	"42"
"SDS_organisationer"	"SDS_organisationer"	"speciale3"	"character"	"321862"	"100"	"32"
"SDS_organisationer"	"SDS_organisationer"	"speciale4"	"character"	"321862"	"100"	"27"
"SDS_organisationer"	"SDS_organisationer"	"speciale5"	"character"	"321862"	"100"	"22"
"SDS_organisationer"	"SDS_organisationer"	"speciale6"	"character"	"321862"	"100"	"17"
"SDS_organisationer"	"SDS_organisationer"	"speciale7"	"character"	"321862"	"100"	"15"
"SDS_organisationer"	"SDS_organisationer"	"speciale8"	"character"	"321862"	"100"	"11"
"SDS_organisationer"	"SDS_organisationer"	"speciale_samlet"	"character"	"205164"	"63.74"	"309"
"SDS_organisationer"	"SDS_organisationer"	"dato_lukket"	"POSIXct/POSIXt"	"293501"	"91.19"	"1520"
"SDS_organisationer"	"SDS_organisationer"	"shak_sgh"	"character"	"321862"	"100"	"583"
"SDS_organisationer"	"SDS_organisationer"	"shak_sgh_tekst"	"character"	"321862"	"100"	"494"
"SDS_organisationer"	"SDS_organisationer"	"shak_afd"	"character"	"321862"	"100"	"1537"
"SDS_organisationer"	"SDS_organisationer"	"shak_afd_tekst"	"character"	"321858"	"100"	"1014"
"SDS_organisationer"	"SDS_organisationer"	"shak_afs"	"character"	"321858"	"100"	"4262"
"SDS_organisationer"	"SDS_organisationer"	"shak_afs_tekst"	"character"	"321851"	"99.99"	"4876"
"SDS_organisationer"	"SDS_organisationer"	"ydernummer"	"character"	"321858"	"100"	"8496"
"SDS_organisationer"	"SDS_organisationer"	"gyldig_fra"	"POSIXct/POSIXt"	"321857"	"100"	"146"
"SDS_organisationer"	"SDS_organisationer"	"gyldig_til"	"POSIXct/POSIXt"	"321857"	"100"	"144"
"SDS_organisationer"	"SDS_organisationer"	"date_received"	"Date"	"321870"	"100"	"1"
"SDS_organisationer"	"SDS_organisationer"	"datetime_created"	"POSIXct/POSIXt"	"321870"	"100"	"1"
"SDS_resultater"	"SDS_resultater"	"dw_ek_kontakt"	"character"	"7802612"	"100"	"20920"
"SDS_resultater"	"SDS_resultater"	"dw_ek_forloeb"	"character"	"114"	"0"	"1"
"SDS_resultater"	"SDS_resultater"	"triggertype"	"character"	"7802725"	"100"	"3"
"SDS_resultater"	"SDS_resultater"	"triggerkode"	"character"	"7802725"	"100"	"351"
"SDS_resultater"	"SDS_resultater"	"indberetningstype"	"character"	"7802725"	"100"	"7"
"SDS_resultater"	"SDS_resultater"	"indberetningsstatus"	"character"	"7802725"	"100"	"2"
"SDS_resultater"	"SDS_resultater"	"resultattype"	"character"	"7802725"	"100"	"33"
"SDS_resultater"	"SDS_resultater"	"resultatvaerdi"	"character"	"7802653"	"100"	"729"
"SDS_resultater"	"SDS_resultater"	"sorenhed_ans"	"character"	"7802725"	"100"	"644"
"SDS_resultater"	"SDS_resultater"	"dato_resultat"	"POSIXct/POSIXt"	"6607930"	"84.69"	"1042"
"SDS_resultater"	"SDS_resultater"	"tidspunkt_resultat"	"hms/difftime"	"6607930"	"84.69"	"9943"
"SDS_resultater"	"SDS_resultater"	"dato_indberetning"	"POSIXct/POSIXt"	"7802724"	"100"	"1139"
"SDS_resultater"	"SDS_resultater"	"tidspunkt_indberetning"	"hms/difftime"	"7802724"	"100"	"21356"
"SDS_resultater"	"SDS_resultater"	"lprindberetningssystem"	"character"	"7802725"	"100"	"1"
"SDS_resultater"	"SDS_resultater"	"date_received"	"Date"	"7802725"	"100"	"1"
"SDS_resultater"	"SDS_resultater"	"datetime_created"	"POSIXct/POSIXt"	"7802725"	"100"	"1"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"fsd_id"	"integer"	"64124202"	"100"	"13695"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"line"	"integer"	"64124202"	"100"	"3140"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"fsd_id_line"	"character"	"64124202"	"100"	"50000"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"displayname"	"character"	"64124202"	"100"	"16"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"isaccepted_yn"	"character"	"64124202"	"100"	"1"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"recorded_time"	"POSIXct/POSIXt"	"64124202"	"100"	"21685"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"flo_meas_id"	"integer64"	"64124202"	"100"	"15"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"val_type_c"	"integer"	"64124202"	"100"	"6"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"val_type_name"	"character"	"64124202"	"100"	"6"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"meas_value"	"character"	"63991795"	"99.79"	"3747"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"taken_user_id"	"character"	"64124202"	"100"	"7066"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"flt_id"	"integer64"	"64124202"	"100"	"103"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"template_name"	"character"	"64124202"	"100"	"103"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"meas_value_clean"	"character"	"63991795"	"99.79"	"416"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"numericvalue"	"character"	"61392978"	"95.74"	"264"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"date_received"	"Date"	"40882053"	"63.75"	"1"
"SP_VitaleVaerdier"	"SP_VitaleVaerdier"	"datetime_created"	"POSIXct/POSIXt"	"64124202"	"100"	"1"
"SP_Social_Hx"	"SP_Social_Hx"	"registringsdato"	"POSIXct/POSIXt"	"368831"	"100"	"2492"
"SP_Social_Hx"	"SP_Social_Hx"	"ryger"	"character"	"368831"	"100"	"5"
"SP_Social_Hx"	"SP_Social_Hx"	"pakkeromdagen"	"numeric"	"117355"	"31.82"	"70"
"SP_Social_Hx"	"SP_Social_Hx"	"drikker"	"character"	"304313"	"82.51"	"7"
"SP_Social_Hx"	"SP_Social_Hx"	"damper"	"character"	"368831"	"100"	"4"
"SP_Social_Hx"	"SP_Social_Hx"	"sorteringpådato"	"integer"	"368831"	"100"	"91"
"SP_Social_Hx"	"SP_Social_Hx"	"date_received"	"Date"	"323055"	"87.59"	"1"
"SP_Social_Hx"	"SP_Social_Hx"	"datetime_created"	"POSIXct/POSIXt"	"368831"	"100"	"1"
"SP_PatientInfo"	"SP_PatientInfo"	"sex_c"	"integer"	"58216"	"100"	"2"
"SP_PatientInfo"	"SP_PatientInfo"	"name"	"character"	"58216"	"100"	"2"
"SP_PatientInfo"	"SP_PatientInfo"	"bmi"	"numeric"	"41390"	"71.1"	"2790"
"SP_PatientInfo"	"SP_PatientInfo"	"weight_in_kg"	"integer"	"41390"	"71.1"	"160"
"SP_PatientInfo"	"SP_PatientInfo"	"height_in_cm"	"integer"	"41390"	"71.1"	"91"
"SP_PatientInfo"	"SP_PatientInfo"	"date_received"	"Date"	"52940"	"90.94"	"4"
"SP_PatientInfo"	"SP_PatientInfo"	"datetime_created"	"POSIXct/POSIXt"	"58216"	"100"	"4"
"SP_PatientInfo"	"SP_PatientInfo"	"contact_date"	"POSIXct/POSIXt"	"24224"	"41.61"	"3011"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"proc_name"	"character"	"43418734"	"100"	"526"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"external_name"	"character"	"42906335"	"98.82"	"508"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"component"	"character"	"34144049"	"78.64"	"507"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"specimn_taken_time"	"POSIXct/POSIXt"	"43350192"	"99.84"	"9674"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"result_time"	"POSIXct/POSIXt"	"43418734"	"100"	"19010"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"ord_value"	"character"	"43129007"	"99.33"	"2306"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"date_received"	"Date"	"40263923"	"92.73"	"2"
"SP_AlleProvesvar"	"SP_AlleProvesvar"	"datetime_created"	"POSIXct/POSIXt"	"43418734"	"100"	"2"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"best_ord_id"	"integer"	"845639"	"71.03"	"45569"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"type"	"character"	"1137141"	"95.52"	"106"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"komponentnavn"	"character"	"1190521"	"100"	"552"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"prøveresultat"	"character"	"941683"	"79.1"	"1195"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"prøvetagningstidspunkt"	"POSIXct/POSIXt"	"1190521"	"100"	"34410"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"prøvesvarstidspunkt"	"POSIXct/POSIXt"	"927509"	"77.91"	"20340"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"date_received"	"Date"	"1099881"	"92.39"	"1"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"datetime_created"	"POSIXct/POSIXt"	"1190521"	"100"	"1"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"hospital_area_name"	"character"	"436422"	"36.66"	"13"
"SP_Bloddyrkning_del1"	"SP_Bloddyrkning_del1"	"region_name"	"character"	"450967"	"37.88"	"4"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"best_ord_id"	"integer"	"324115"	"74.04"	"15399"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"type"	"character"	"437742"	"100"	"96"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"komponentnavn"	"character"	"318254"	"72.7"	"9"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"resultat_tekst"	"character"	"437742"	"100"	"1198"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"prøvetagningstidspunkt"	"POSIXct/POSIXt"	"437742"	"100"	"13848"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"prøvesvarstidspunkt"	"POSIXct/POSIXt"	"437742"	"100"	"10607"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"linje_nummer"	"integer"	"437742"	"100"	"16"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"række_nummer"	"integer"	"437742"	"100"	"11"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"date_received"	"Date"	"409662"	"93.59"	"1"
"SP_Bloddyrkning_del2"	"SP_Bloddyrkning_del2"	"datetime_created"	"POSIXct/POSIXt"	"437742"	"100"	"1"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"best_ord_id"	"integer"	"975889"	"73.01"	"3075"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"npn_req_id"	"character"	"1334791"	"99.86"	"6104"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"type"	"character"	"1336036"	"99.95"	"66"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"organisme"	"character"	"1336652"	"100"	"164"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"antibiotika"	"character"	"1336652"	"100"	"70"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"sensitivitet_resultat"	"character"	"1336652"	"100"	"5"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"provetagningstidspunkt"	"POSIXct/POSIXt"	"1336652"	"100"	"2831"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"provesvarsdato"	"POSIXct/POSIXt"	"1336652"	"100"	"1726"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"date_received"	"Date"	"1247626"	"93.34"	"1"
"SP_Bloddyrkning_del3"	"SP_Bloddyrkning_del3"	"datetime_created"	"POSIXct/POSIXt"	"1336652"	"100"	"1"
"SP_Bloddyrkning_del4"	"SP_Bloddyrkning_del4"	"best_ord_id"	"integer"	"1137151"	"100"	"15958"
"SP_Bloddyrkning_del4"	"SP_Bloddyrkning_del4"	"kliniske_oplysninger"	"character"	"1101290"	"96.85"	"4026"
"SP_Bloddyrkning_del4"	"SP_Bloddyrkning_del4"	"linje"	"integer"	"1137151"	"100"	"10"
"SP_Bloddyrkning_del4"	"SP_Bloddyrkning_del4"	"date_received"	"Date"	"774842"	"68.14"	"1"
"SP_Bloddyrkning_del4"	"SP_Bloddyrkning_del4"	"datetime_created"	"POSIXct/POSIXt"	"1137151"	"100"	"1"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"tidspunkt"	"POSIXct/POSIXt"	"3939712"	"100"	"37908"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"hospital"	"character"	"3930035"	"99.75"	"17"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"overafdeling"	"character"	"3939711"	"100"	"163"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"afsnit"	"character"	"3939712"	"100"	"528"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"hændelse"	"character"	"3939712"	"100"	"8"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"date_received"	"Date"	"3621912"	"91.93"	"1"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"datetime_created"	"POSIXct/POSIXt"	"3939712"	"100"	"1"
"SP_Flytningshistorik"	"SP_Flytningshistorik"	"region_name"	"character"	"0"	"0"	"1"
"SP_ITAOphold"	"SP_ITAOphold"	"aktionsdiagnose"	"character"	"17820"	"100"	"1513"
"SP_ITAOphold"	"SP_ITAOphold"	"dx_name"	"character"	"17820"	"100"	"1540"
"SP_ITAOphold"	"SP_ITAOphold"	"respiratorstart"	"POSIXct/POSIXt"	"8869"	"49.77"	"1160"
"SP_ITAOphold"	"SP_ITAOphold"	"respiratorend"	"POSIXct/POSIXt"	"8859"	"49.71"	"1162"
"SP_ITAOphold"	"SP_ITAOphold"	"icu_stay_start"	"POSIXct/POSIXt"	"17820"	"100"	"2658"
"SP_ITAOphold"	"SP_ITAOphold"	"icu_stay_end"	"POSIXct/POSIXt"	"17780"	"99.78"	"2672"
"SP_ITAOphold"	"SP_ITAOphold"	"region_name"	"character"	"17820"	"100"	"2"
"SP_ITAOphold"	"SP_ITAOphold"	"overafdeling_name"	"character"	"17820"	"100"	"18"
"SP_ITAOphold"	"SP_ITAOphold"	"overafdeling_id"	"integer"	"17820"	"100"	"17"
"SP_ITAOphold"	"SP_ITAOphold"	"icu_dep"	"character"	"17820"	"100"	"18"
"SP_ITAOphold"	"SP_ITAOphold"	"afsnit_name"	"character"	"17820"	"100"	"25"
"SP_ITAOphold"	"SP_ITAOphold"	"afsnit_kortnavn"	"character"	"17820"	"100"	"25"
"SP_ITAOphold"	"SP_ITAOphold"	"afsnit_id"	"integer"	"17820"	"100"	"23"
"SP_ITAOphold"	"SP_ITAOphold"	"icu_stay_start_1"	"POSIXct/POSIXt"	"12722"	"71.39"	"1816"
"SP_ITAOphold"	"SP_ITAOphold"	"icu_stay_end_1"	"POSIXct/POSIXt"	"12713"	"71.34"	"1826"
"SP_ITAOphold"	"SP_ITAOphold"	"respiratorstart_1"	"POSIXct/POSIXt"	"6302"	"35.36"	"799"
"SP_ITAOphold"	"SP_ITAOphold"	"respiratorend_1"	"POSIXct/POSIXt"	"6302"	"35.36"	"801"
"SP_ITAOphold"	"SP_ITAOphold"	"resp_yn"	"integer"	"17820"	"100"	"2"
"SP_ITAOphold"	"SP_ITAOphold"	"date_received"	"Date"	"16295"	"91.44"	"4"
"SP_ITAOphold"	"SP_ITAOphold"	"datetime_created"	"POSIXct/POSIXt"	"17820"	"100"	"4"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"order_med_id"	"integer"	"8699462"	"100"	"50000"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"pend_action_c"	"integer"	"1063277"	"12.22"	"4"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"order_status_c"	"integer"	"8051719"	"92.55"	"7"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"is_pending_ord_yn"	"character"	"2005387"	"23.05"	"2"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"is_held_order_c"	"integer"	"76446"	"0.88"	"2"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"hv_discrete_dose"	"character"	"7863558"	"90.39"	"361"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"order_start_time"	"POSIXct/POSIXt"	"8698909"	"99.99"	"22204"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"order_end_time"	"POSIXct/POSIXt"	"8101307"	"93.12"	"16502"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"medication_id"	"integer"	"8699462"	"100"	"3300"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"name"	"character"	"8699462"	"100"	"3102"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"atc"	"character"	"8673479"	"99.7"	"725"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"atc5"	"character"	"8673479"	"99.7"	"725"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"atc4"	"character"	"8673479"	"99.7"	"378"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"date_received"	"Date"	"8027502"	"92.28"	"1"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"datetime_created"	"POSIXct/POSIXt"	"8699462"	"100"	"1"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"plan_id"	"integer"	"1566212"	"18"	"6"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"region_name"	"character"	"0"	"0"	"1"
"SP_OrdineretMedicin"	"SP_OrdineretMedicin"	"hospital_area_name"	"character"	"0"	"0"	"1"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"best_ord__id"	"integer"	"66971"	"100"	"48608"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"aktiv_dato"	"POSIXct/POSIXt"	"66971"	"100"	"48438"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"seponeret_dato"	"POSIXct/POSIXt"	"41050"	"61.3"	"17275"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"behandlingsniveau"	"character"	"66971"	"100"	"939"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"date_received"	"Date"	"61467"	"91.78"	"3"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"datetime_created"	"POSIXct/POSIXt"	"66971"	"100"	"3"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"hospital_area_name"	"character"	"41014"	"61.24"	"16"
"SP_Behandlingsniveau"	"SP_Behandlingsniveau"	"region_name"	"character"	"41048"	"61.29"	"4"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"datasource"	"character"	"3596374"	"100"	"2"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"rec_deleted"	"integer"	"3596374"	"100"	"2"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"c_doublet"	"integer"	"3596374"	"100"	"973"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"afsnit_mads"	"character"	"1308465"	"36.38"	"5"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"ptype_mads"	"character"	"1308465"	"36.38"	"11"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"requestersampleid"	"character"	"3157542"	"87.8"	"13726"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"laboratoryinternalsampleid"	"character"	"3596374"	"100"	"20312"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"laboratoryinternalproductionid"	"character"	"3157542"	"87.8"	"15350"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"referringhospital"	"character"	"3179243"	"88.4"	"681"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"referringdepartmentid"	"character"	"3552322"	"98.78"	"2098"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"referringdepartment"	"character"	"2896430"	"80.54"	"1468"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"investigationidentifier"	"character"	"3157542"	"87.8"	"18"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"investigationidentifiercode"	"character"	"3157542"	"87.8"	"19"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"hospital"	"character"	"3157542"	"87.8"	"34"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"department"	"character"	"3596374"	"100"	"43"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"departmentid"	"character"	"3155933"	"87.75"	"33"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"c_hospital"	"character"	"3552931"	"98.79"	"19"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"c_hospitalcode"	"character"	"3552931"	"98.79"	"18"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"samplingdatetime"	"character"	"3594228"	"99.94"	"15510"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"c_samplingdatetime"	"POSIXct/POSIXt"	"3596374"	"100"	"15663"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"samplerecieveddatetime"	"POSIXct/POSIXt"	"3596374"	"100"	"13509"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"resultanswerdate"	"character"	"3504257"	"97.44"	"23013"
"PERSIMUNE_microbiology_analysis"	"PERSIMUNE_microbiology_analysis"	"micanalysiscodetype"	"character"	"3157542"	"87.8"	"5"
