"original_filename"	"reference_filename"	"original_rows"	"curated_rows"	"removed_sensitive_rows"	"denominator_scope"	"evidence_scope"	"source_zip_filename"	"source_zip_sha256"
"cartography_smr_atc_top.csv"	"cartography_smr_atc_top.tsv"	"50"	"50"	"0"	"top_n"	"top_n"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_smr_atc_top_named.csv"	"cartography_smr_atc_top_named.tsv"	"50"	"50"	"0"	"top_n"	"top_n"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_alleproevesvar_top_components.csv"	"cartography_sp_alleproevesvar_top_components.tsv"	"80"	"80"	"0"	"top_n"	"top_n"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_alleprovesvar_value_counts.csv"	"cartography_sp_alleprovesvar_value_counts.tsv"	"0"	"0"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_behandlingsniveau_value_counts.csv"	"cartography_sp_behandlingsniveau_value_counts.tsv"	"20"	"20"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_bloddyrkning_del1_value_counts.csv"	"cartography_sp_bloddyrkning_del1_value_counts.tsv"	"66"	"66"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_bloddyrkning_del2_value_counts.csv"	"cartography_sp_bloddyrkning_del2_value_counts.tsv"	"90"	"90"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_bloddyrkning_del3_value_counts.csv"	"cartography_sp_bloddyrkning_del3_value_counts.tsv"	"105"	"105"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_bloddyrkning_del4_value_counts.csv"	"cartography_sp_bloddyrkning_del4_value_counts.tsv"	"10"	"10"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_dnr_value_counts.csv"	"cartography_sp_dnr_value_counts.tsv"	"20"	"20"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_flytningshistorik_value_counts.csv"	"cartography_sp_flytningshistorik_value_counts.tsv"	"74"	"74"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_icu_value_counts.csv"	"cartography_sp_icu_value_counts.tsv"	"90"	"90"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_itaophold_value_counts.csv"	"cartography_sp_itaophold_value_counts.tsv"	"90"	"90"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_micro1_value_counts.csv"	"cartography_sp_micro1_value_counts.tsv"	"66"	"66"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_ordineretmedicin_value_counts.csv"	"cartography_sp_ordineretmedicin_value_counts.tsv"	"11"	"11"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_patientinfo_value_counts.csv"	"cartography_sp_patientinfo_value_counts.tsv"	"4"	"4"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_rx_med_atc_top.csv"	"cartography_sp_rx_med_atc_top.tsv"	"50"	"50"	"0"	"top_n"	"top_n"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_rx_med_atc_top_named.csv"	"cartography_sp_rx_med_atc_top_named.tsv"	"50"	"50"	"0"	"top_n"	"top_n"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_social_hx_candidate_columns.csv"	"cartography_sp_social_hx_candidate_columns.tsv"	"2"	"2"	"0"	"candidate_scan"	"candidate_scan"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_social_hx_resolution.csv"	"cartography_sp_social_hx_resolution.tsv"	"1"	"1"	"0"	"full_or_reference"	"full_or_reference"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_social_hx_value_counts.csv"	"cartography_sp_social_hx_value_counts.tsv"	"18"	"18"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_social_hx_value_frequencies.csv"	"cartography_sp_social_hx_value_frequencies.tsv"	"11"	"11"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_vitalevaerdier_descriptors.csv"	"cartography_sp_vitalevaerdier_descriptors.tsv"	"18"	"18"	"0"	"scan"	"scan"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_vitalevaerdier_domain_summary.csv"	"cartography_sp_vitalevaerdier_domain_summary.tsv"	"2"	"2"	"0"	"full_or_reference"	"full_or_reference"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_vitalevaerdier_resolution.csv"	"cartography_sp_vitalevaerdier_resolution.tsv"	"1"	"0"	"1"	"full_or_reference"	"full_or_reference"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_sp_vitalevaerdier_value_counts.csv"	"cartography_sp_vitalevaerdier_value_counts.tsv"	"79"	"79"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_t_dalycare_diagnoses_value_counts.csv"	"cartography_t_dalycare_diagnoses_value_counts.tsv"	"70"	"70"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_tumor_value_counts.csv"	"cartography_tumor_value_counts.tsv"	"356"	"356"	"0"	"aggregate_value_counts"	"aggregate_value_counts"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
"cartography_value_hits.csv"	"cartography_value_hits.tsv"	"660"	"660"	"0"	"candidate_scan"	"candidate_scan"	"DALY-CARE cartography(1).zip"	"8b0c73d7d4d63dc4664afb0a5e02257ad91a0bd1320e79eda887a9126b85ac6c"
